val_loss,val_kappa,val_accuracy,epoch,step,train_loss,train_kappa,train_accuracy,test_loss,test_kappa,test_accuracy
0.5638875365257263,0.8796562552452087,0.8276561498641968,0,308,,,,,,
,,,0,308,1.4321295022964478,0.7107264995574951,0.6451318264007568,,,
0.4349925220012665,0.8872929215431213,0.8527980446815491,1,617,,,,,,
,,,1,617,0.3814762234687805,0.9027628302574158,0.8759635090827942,,,
0.38518232107162476,0.9004340171813965,0.871451735496521,2,926,,,,,,
,,,2,926,0.2839123606681824,0.925973653793335,0.9062880277633667,,,
0.40297767519950867,0.8999857306480408,0.867802083492279,3,1235,,,,,,
,,,3,1235,0.23697777092456818,0.9387523531913757,0.9216024279594421,,,
0.40032219886779785,0.9065898060798645,0.871451735496521,4,1544,,,,,,
,,,4,1544,0.2102847397327423,0.9476063251495361,0.9297160506248474,,,
0.3942083716392517,0.9088678956031799,0.8755068778991699,5,1853,,,,,,
,,,5,1853,0.19747519493103027,0.952896237373352,0.9301217198371887,,,
0.3664618730545044,0.9116356372833252,0.8811841011047363,6,2162,,,,,,
,,,6,2162,0.17788374423980713,0.95770263671875,0.9394523501396179,,,
0.36976301670074463,0.9093084335327148,0.8876723647117615,7,2471,,,,,,
,,,7,2471,0.16761387884616852,0.955706775188446,0.9414807558059692,,,
0.3745582401752472,0.8992108702659607,0.882400631904602,8,2780,,,,,,
,,,8,2780,0.158412903547287,0.9590022563934326,0.9483773112297058,,,
0.3548184633255005,0.9165659546852112,0.8929440379142761,9,3089,,,,,,
,,,9,3089,0.14585207402706146,0.9672918915748596,0.9503042697906494,,,
0.35490331053733826,0.9166246652603149,0.8888888955116272,10,3398,,,,,,
,,,10,3398,0.13690529763698578,0.9673181176185608,0.952738344669342,,,
,,,11,3664,,,,0.31917840242385864,0.9283890724182129,0.8981180787086487
