val_loss,val_kappa,val_accuracy,epoch,step,train_loss,train_kappa,train_accuracy
1.4886573553085327,0.763858437538147,0.701946496963501,0,308,,,
,,,0,308,3.068742275238037,0.4494515657424927,0.3335699737071991
