val_loss,val_kappa,val_accuracy,epoch,step,train_loss,train_kappa,train_accuracy
3.268597364425659,0.25050389766693115,0.15840868651866913,0,165,,,
,,,0,165,3.8401105403900146,0.1219978928565979,0.11538461595773697
2.571190595626831,0.30733203887939453,0.26437613368034363,1,331,,,
,,,1,331,2.853776216506958,0.32818740606307983,0.25705328583717346
2.2524821758270264,0.3955400586128235,0.3016274869441986,2,497,,,
,,,2,497,2.368238687515259,0.44323939085006714,0.3484446704387665
